"","ant.Oct.Eri.P","ant.Nov.Eri.P","ant.Dec.Eri.P","for.Jan.Eri.P","for.Feb.Eri.P","for.Mar.Eri.P","for.Apr.Eri.P","for.May.Eri.P","for.Jun.Eri.P","for.Jul.Eri.P","for.Aug.Eri.P","for.Sep.Eri.P","for.Oct.Eri.P","for.Nov.Eri.P","for.Dec.Eri.P","ant.Oct.Eri.E","ant.Nov.Eri.E","ant.Dec.Eri.E","for.Jan.Eri.E","for.Feb.Eri.E","for.Mar.Eri.E","for.Apr.Eri.E","for.May.Eri.E","for.Jun.Eri.E","for.Jul.Eri.E","for.Aug.Eri.E","for.Sep.Eri.E","for.Oct.Eri.E","for.Nov.Eri.E","for.Dec.Eri.E","ant.Oct.Eri.R","ant.Nov.Eri.R","ant.Dec.Eri.R","for.Jan.Eri.R","for.Feb.Eri.R","for.Mar.Eri.R","for.Apr.Eri.R","for.May.Eri.R","for.Jun.Eri.R","for.Jul.Eri.R","for.Aug.Eri.R","for.Sep.Eri.R","for.Oct.Eri.R","for.Nov.Eri.R","for.Dec.Eri.R","ant.Oct.Ont.P","ant.Nov.Ont.P","ant.Dec.Ont.P","for.Jan.Ont.P","for.Feb.Ont.P","for.Mar.Ont.P","for.Apr.Ont.P","for.May.Ont.P","for.Jun.Ont.P","for.Jul.Ont.P","for.Aug.Ont.P","for.Sep.Ont.P","for.Oct.Ont.P","for.Nov.Ont.P","for.Dec.Ont.P","ant.Oct.Ont.E","ant.Nov.Ont.E","ant.Dec.Ont.E","for.Jan.Ont.E","for.Feb.Ont.E","for.Mar.Ont.E","for.Apr.Ont.E","for.May.Ont.E","for.Jun.Ont.E","for.Jul.Ont.E","for.Aug.Ont.E","for.Sep.Ont.E","for.Oct.Ont.E","for.Nov.Ont.E","for.Dec.Ont.E","ant.Oct.Ont.R","ant.Nov.Ont.R","ant.Dec.Ont.R","for.Jan.Ont.R","for.Feb.Ont.R","for.Mar.Ont.R","for.Apr.Ont.R","for.May.Ont.R","for.Jun.Ont.R","for.Jul.Ont.R","for.Aug.Ont.R","for.Sep.Ont.R","for.Oct.Ont.R","for.Nov.Ont.R","for.Dec.Ont.R","ant.Oct.MiH.P","ant.Nov.MiH.P","ant.Dec.MiH.P","for.Jan.MiH.P","for.Feb.MiH.P","for.Mar.MiH.P","for.Apr.MiH.P","for.May.MiH.P","for.Jun.MiH.P","for.Jul.MiH.P","for.Aug.MiH.P","for.Sep.MiH.P","for.Oct.MiH.P","for.Nov.MiH.P","for.Dec.MiH.P","ant.Oct.MiH.E","ant.Nov.MiH.E","ant.Dec.MiH.E","for.Jan.MiH.E","for.Feb.MiH.E","for.Mar.MiH.E","for.Apr.MiH.E","for.May.MiH.E","for.Jun.MiH.E","for.Jul.MiH.E","for.Aug.MiH.E","for.Sep.MiH.E","for.Oct.MiH.E","for.Nov.MiH.E","for.Dec.MiH.E","ant.Oct.MiH.R","ant.Nov.MiH.R","ant.Dec.MiH.R","for.Jan.MiH.R","for.Feb.MiH.R","for.Mar.MiH.R","for.Apr.MiH.R","for.May.MiH.R","for.Jun.MiH.R","for.Jul.MiH.R","for.Aug.MiH.R","for.Sep.MiH.R","for.Oct.MiH.R","for.Nov.MiH.R","for.Dec.MiH.R","ant.Oct.Sup.P","ant.Nov.Sup.P","ant.Dec.Sup.P","for.Jan.Sup.P","for.Feb.Sup.P","for.Mar.Sup.P","for.Apr.Sup.P","for.May.Sup.P","for.Jun.Sup.P","for.Jul.Sup.P","for.Aug.Sup.P","for.Sep.Sup.P","for.Oct.Sup.P","for.Nov.Sup.P","for.Dec.Sup.P","ant.Oct.Sup.E","ant.Nov.Sup.E","ant.Dec.Sup.E","for.Jan.Sup.E","for.Feb.Sup.E","for.Mar.Sup.E","for.Apr.Sup.E","for.May.Sup.E","for.Jun.Sup.E","for.Jul.Sup.E","for.Aug.Sup.E","for.Sep.Sup.E","for.Oct.Sup.E","for.Nov.Sup.E","for.Dec.Sup.E","ant.Oct.Sup.R","ant.Nov.Sup.R","ant.Dec.Sup.R","for.Jan.Sup.R","for.Feb.Sup.R","for.Mar.Sup.R","for.Apr.Sup.R","for.May.Sup.R","for.Jun.Sup.R","for.Jul.Sup.R","for.Aug.Sup.R","for.Sep.Sup.R","for.Oct.Sup.R","for.Nov.Sup.R","for.Dec.Sup.R","ant.Oct.StC.P","ant.Nov.StC.P","ant.Dec.StC.P","for.Jan.StC.P","for.Feb.StC.P","for.Mar.StC.P","for.Apr.StC.P","for.May.StC.P","for.Jun.StC.P","for.Jul.StC.P","for.Aug.StC.P","for.Sep.StC.P","for.Oct.StC.P","for.Nov.StC.P","for.Dec.StC.P","ant.Oct.StC.E","ant.Nov.StC.E","ant.Dec.StC.E","for.Jan.StC.E","for.Feb.StC.E","for.Mar.StC.E","for.Apr.StC.E","for.May.StC.E","for.Jun.StC.E","for.Jul.StC.E","for.Aug.StC.E","for.Sep.StC.E","for.Oct.StC.E","for.Nov.StC.E","for.Dec.StC.E","ant.Oct.StC.R","ant.Nov.StC.R","ant.Dec.StC.R","for.Jan.StC.R","for.Feb.StC.R","for.Mar.StC.R","for.Apr.StC.R","for.May.StC.R","for.Jun.StC.R","for.Jul.StC.R","for.Aug.StC.R","for.Sep.StC.R","for.Oct.StC.R","for.Nov.StC.R","for.Dec.StC.R"
"12",39.51,60.97,45.55,70.69,55.74,36.05,32.04,46.39,65.58,71.49,60.88,83.06,67.22,49.54,52.6,187.34909,159.096243,112.096674,45.09044,24.569909,14.805485,6.174046,23.701369,38.257953,101.886243,113.277021,177.347078,165.784147,128.880809,113.362829,6.49,18.61,20.35,47.99,46.42,128.25,45.04,16.92,14.1,8.69,7.6,6.98,8.01,25.01,14.27,40.48,59.79,52.8,70.32,65.6,22.03,65.94,44.89,51.6,63.79,60.95,86.97,81.26,41.21,58.52,81.951,87.196,112.02,116.74,49.058,25.845,11.1,1.5879,10.399,71.485,54.474,97.241,67.808,78.679,118.8,26.8,56.5,88.8,86.9,69,190.2,250.7,101.7,45.1,36.1,43.5,35.7,65.1,93.3,74,53.34,61.48,53.33,71.16,60.14,28.64,43.54,70.84,65.04,53.44,62.32,77.16,65.19,25.77,57.24,50.880812,98.805576,111.928505,71.202191,31.360768,13.620111,8.237606,1.24094,-1.541338,10.679114,30.34044,70.673986,69.340977,83.556788,116.558874,40,47.4,42.7,34.9,31.7,75.7,103.3,85.8,38.6,28.9,24.4,24.7,23.8,26.8,26.9,56.82,56.15,52.99,45.71,57.58,20.93,43.81,92.18,40.84,52.57,103.01,85.66,26.87,29.11,54.38,55.429472,101.164879,99.758511,103.23183,31.712134,31.289986,22.155752,2.97198,-3.749815,-3.288219,14.679977,49.518534,66.876646,90.249685,111.029008,32.44,31.16,22.92,12.27,12.23,15.94,46.29,90.67,44.79,27.8,25.03,26.83,16.17,16.16,14.03,35.74,53.98,28.55,49.36,54.06,18.77,37.89,34.14,113.18,44.31,75.31,67.91,63.98,42.11,41.11,82.3148,44.0098,35.8322,45.3702,35.8817,35.1635,49.3096,105.2081,153.3775,189.5922,161.4913,143.685,80.7265,33.9765,39.3043,49.49,143.09,179.45,123.43,127.56,765.16,379.65,224.48,107.53,48.13,59.58,38.93,49.61,210.93,382.49
"13",67.22,49.54,52.6,28.18,21.55,78.57,64.24,52.66,43.24,64.31,51.69,26.83,11.11,58.35,33.89,165.784147,128.880809,113.362829,43.902562,35.145153,14.890683,7.767362,26.801127,46.558054,93.561516,128.688539,160.482809,148.132653,179.284982,131.058523,8.01,25.01,14.27,12.03,13.68,173.72,45.49,18.57,9.16,7.75,7.14,5.61,5.2,8.55,9.51,81.26,41.21,58.52,42.29,33.08,57.97,65.08,74.83,18.98,50.02,91.54,34.98,5.63,112.34,48.81,67.808,78.679,118.8,95.523,56.649,22.832,8.9022,2.4709,10.932,45.478,76.783,90.4,55.783,72.111,143.85,65.1,93.3,74,48.2,39.2,200.3,298.3,156.7,49.6,35.5,40.7,29.8,25.3,54.2,103.2,65.19,25.77,57.24,40.34,30.25,64.98,47.51,76.91,50.97,66.17,67.64,67.06,22.05,64.91,49.82,69.340977,83.556788,116.558874,70.39461,29.082568,2.704312,7.34462,-0.061095,-2.368764,1.251394,25.518695,54.006936,32.864795,96.364791,132.69988,23.8,26.8,26.9,25,24.1,62.2,91.6,74.6,38.8,30.3,27.5,24,19.6,23.4,28.4,26.87,29.11,54.38,34.37,31.96,40.56,55.71,58.21,99.24,52,72.81,55.7,23.01,63.12,51.24,66.876646,90.249685,111.029008,63.703492,38.125331,14.478542,13.12318,3.728675,-4.702147,-3.635594,8.321977,37.835373,29.552073,88.851402,129.599924,16.17,16.16,14.03,13.8,9.16,16.15,56.49,61.47,63.64,29,23.7,18.61,15.24,16.53,13.43,63.98,42.11,41.11,16.58,16.76,62.7,58.75,67.57,44.95,48.02,42.96,30.63,9.51,29.59,29.84,80.7265,33.9765,39.3043,40.1348,35.0094,35.8704,48.445,75.7694,151.6519,203.3905,172.0428,132.341,81.1596,44.1664,38.711,49.61,210.93,382.49,53.23,127.58,842.04,467.26,299.85,101.2,82.94,64.39,42.35,45.78,144.14,102.96
"14",11.11,58.35,33.89,49.37,29.21,106.43,110.87,54.41,56.78,56.12,113.36,34.24,24.87,26.45,68.39,148.132653,179.284982,131.058523,44.334811,31.290828,26.709813,11.73674,37.966184,46.342087,109.637767,154.824535,180.126985,190.707364,158.887046,109.265256,5.2,8.55,9.51,27.58,20.07,103.29,94.44,17.37,10.42,6.81,5.35,5.44,4.99,6.68,24.85,5.63,112.34,48.81,63.92,29.16,75.58,73.74,64.72,28.27,64.53,85.58,12.13,28.15,45.73,66.57,55.783,72.111,143.85,82.794,61.909,45.414,11.454,3.0537,17.367,48.157,82.152,86.357,84.497,77.66,99.1,25.3,54.2,103.2,108.7,90.3,220.6,211.9,117.6,57.4,36.3,34.4,27.3,22.6,30.3,80.4,22.05,64.91,49.82,47.71,24.25,53.26,71.97,74.81,43.21,78.32,88.49,98.31,29.05,66.92,57.26,32.864795,96.364791,132.69988,65.576495,47.028286,47.748943,7.187129,-1.987558,-4.002241,6.000796,48.847922,63.944908,72.612292,82.17661,103.655092,19.6,23.4,28.4,32.6,28.9,44.7,80.1,77.2,38.4,30.5,26.3,25.8,27.8,26.7,43.2,23.01,63.12,51.24,55.72,32.63,40.8,80.3,104.71,107.26,48.05,112.68,107.51,50.3,61.05,60.58,29.552073,88.851402,129.599924,80.274328,56.730776,56.350169,9.38489,0.630409,-3.648224,-3.246203,20.485263,43.689581,68.103341,78.121698,104.18869,15.24,16.53,13.43,11.74,11.4,13.68,68.9,119.49,61.76,41.39,34.28,38.46,34.95,32.09,25.28,9.51,29.59,29.84,53.1,16.55,67.32,86.16,51.91,63.57,62.58,147.96,32.99,17.71,20.7,57.31,81.1596,44.1664,38.711,39.7654,37.2472,37.1911,48.6738,123.0827,139.6997,203.2019,160.9523,134.7019,77.068,43.9876,31.3811,45.78,144.14,102.96,350.5,276.99,616.65,632.85,238.2,173.21,98.79,222.42,61.67,58.47,71.01,435.75
"15",24.87,26.45,68.39,101.11,73.74,66.31,59,52.48,50.85,52.2,89.88,69.58,92.82,59.43,69.64,190.707364,158.887046,109.265256,52.683209,26.360909,23.766436,8.065557,21.575843,45.408237,99.386377,134.379782,137.449639,194.16229,136.514783,75.475647,4.99,6.68,24.85,57.03,87.19,100.97,85.02,24.16,11.32,7.81,5.26,6.41,14.33,21.36,77.17,28.15,45.73,66.57,74.74,91.41,39.05,58.63,24.82,39.08,51.27,80.94,75.26,93.84,88.49,49.63,84.497,77.66,99.1,117.96,57.924,45.203,11.199,1.7923,16.832,58.889,72.416,63.271,90.699,77.74,72.516,22.6,30.3,80.4,94,159.2,149,236.1,113.1,49.4,40.4,32.5,37.4,72,135.7,170.1,29.05,66.92,57.26,72.54,64.56,51.04,66.93,69.62,50.53,50.35,102.88,158.73,59.31,81.26,75.8,72.612292,82.17661,103.655092,72.158844,38.562316,22.390932,-4.427167,-5.010974,-3.121635,8.995216,34.441357,34.761479,56.899347,77.078832,85.092819,27.8,26.7,43.2,40.9,49.2,67.2,132.4,105.1,41.5,28.3,28.4,45.1,54.2,52.3,73,50.3,61.05,60.58,44.69,61.05,37.81,38.73,97.47,62.87,75.02,84.85,137.51,56.47,105.46,56.65,68.103341,78.121698,104.18869,103.211684,49.507128,26.279,8.953677,0.095424,-4.453982,-4.150071,6.075413,52.458077,41.784915,83.81056,83.445972,34.95,32.09,25.28,19.5,16.08,18.2,75.27,114.32,58.36,39.2,30.86,36.09,51.1,36.21,28.53,17.71,20.7,57.31,85.22,74.07,71.33,49.2,45.98,39.8,51.12,79.47,65.2,71.63,49.88,81.4,77.068,43.9876,31.3811,44.7186,40.0061,38.182,48.7573,85.9097,154.0142,186.6813,160.8567,121.174,82.436,40.7126,25.5513,58.47,71.01,435.75,427.29,734.99,842.86,942.57,190.72,179.72,86.21,63.82,67.79,131.47,175.49,745.84
"16",92.82,59.43,69.64,41.34,43.7,61.29,70.92,52.61,67.79,71.12,82.41,59.05,32.62,120.42,105.71,194.16229,136.514783,75.475647,43.181627,17.360191,16.983797,7.401236,31.446922,33.5064,98.133315,114.016456,182.563175,186.699011,135.119242,92.976565,14.33,21.36,77.17,40.78,83.44,92.74,53.99,48.96,22.14,12.97,9.15,6.09,5.71,54.38,148.27,93.84,88.49,49.63,74.52,57.65,60.45,36.63,42.18,52.17,37.62,67.94,73.07,25.83,107.96,72.64,90.699,77.74,72.516,115.12,39.208,37.307,11.749,11.324,11.753,71.998,72.343,100.78,78.519,60.635,110.97,72,135.7,170.1,116.3,140.1,289.2,153.6,111.6,66.7,36.7,36.4,36.7,32.8,75.9,179.8,59.31,81.26,75.8,43.94,41.82,73.78,51.77,43.96,49.69,39.67,77.78,55.05,56.16,118.76,74.06,56.899347,77.078832,85.092819,80.53111,31.558392,22.966658,16.360138,3.591802,-1.078845,14.888491,55.336381,94.733164,81.426185,81.135333,99.64531,54.2,52.3,73,58.1,59.3,91.3,81.8,68.9,46.4,26.4,22.5,19.4,30.1,56.3,87.3,56.47,105.46,56.65,53.89,34.06,69.96,44.07,41.34,49.72,66.36,114.61,48.35,93.94,64.49,58.1,41.784915,83.81056,83.445972,98.134823,38.203428,35.465938,17.562301,0.833676,-3.942163,-3.425732,18.336785,59.75691,68.580968,95.254322,104.444783,51.1,36.21,28.53,25.22,22.99,41.49,72.11,104.7,65.2,35.47,35.78,22.67,41.75,30.06,26.84,71.63,49.88,81.4,28.28,35.95,63.25,70.49,39.1,85.46,45.2,84.49,56.14,27.69,106.89,95.55,82.436,40.7126,25.5513,50.2415,36.9805,36.1542,49.4042,125.5545,141.9494,204.8539,163.3572,144.7602,79.0653,36.0831,34.4514,131.47,175.49,745.84,119.79,272.3,597.2,403.67,231.79,151.06,88.77,66.65,51.37,95.82,289.63,872.03
"17",32.62,120.42,105.71,42.51,45.92,49,78.26,76.06,88.68,62.34,58.71,68.32,83.6,74.93,99.17,186.699011,135.119242,92.976565,31.216912,35.657974,18.815963,5.663909,21.551524,35.502265,76.056684,121.642984,145.402083,154.879193,144.340177,76.720245,5.71,54.38,148.27,65.03,48.2,104.1,87.95,77.5,20.08,11.79,7.7,13.79,31.6,60.54,119.21,25.83,107.96,72.64,50.51,43.07,22.1,65.19,69,78.07,72.3,79.23,91.69,96.78,86.22,51.32,78.519,60.635,110.97,84.306,75.89,36.214,12.325,8.6127,14.912,46.136,76.071,91.242,76.924,105.83,95.922,32.8,75.9,179.8,133.5,88.3,128.4,218.4,153.5,74.4,57.4,41.6,51.4,128.4,219.5,167.6,56.16,118.76,74.06,76.85,50.87,35.26,96.22,49.69,133.88,43.2,72.55,58.91,99.02,76.85,70.05,81.426185,81.135333,99.64531,66.459915,47.708473,25.105246,2.764355,0.46778,-3.909656,5.855331,44.690319,64.696258,65.333499,103.588215,81.12915,30.1,56.3,87.3,56.2,46.7,71.1,162.9,96.4,68.4,41.9,27.5,26.9,43.5,71.6,70.2,93.94,64.49,58.1,68.02,40.15,39.81,70.42,29.52,93.11,55.31,87.34,33.03,92.18,49.84,44.53,68.580968,95.254322,104.444783,86.840829,43.70632,25.031099,7.260222,3.839778,-4.400928,-3.334986,17.860877,54.437339,59.687434,90.123309,103.842396,41.75,30.06,26.84,19.96,16.63,22.81,99.88,84.51,66.25,32.78,27.27,19.61,30.82,29.59,20.2,27.69,106.89,95.55,48.04,32.39,24.41,93.66,40.74,178.37,72.24,86.06,52.98,98.35,60.4,99.79,79.0653,36.0831,34.4514,42.6073,42.8625,36.4241,47.5113,120.3075,148.7661,169.4086,175.0986,134.7438,76.4587,38.1278,27.9653,95.82,289.63,872.03,279.04,218.81,701.94,981.4,347.01,251.55,133.36,53.32,45.85,311.55,470.78,756.8
"18",83.6,74.93,99.17,75.81,31.44,52.37,50.3,113.12,95.12,70.07,81.48,66.71,51.69,97.42,91.03,154.879193,144.340177,76.720245,27.939093,21.743974,17.138698,7.287792,14.110754,33.669375,70.395655,107.57408,127.320948,160.969033,124.432683,101.233826,31.6,60.54,119.21,103.68,100.53,101.52,48.15,75.66,48.7,22.18,12.84,8.48,12.39,71.6,106.05,96.78,86.22,51.32,60.23,41.17,53.28,36.4,91.74,93.66,34.51,71.32,83.47,73.3,109.61,84.88,76.924,105.83,95.922,90.287,76.878,26.757,7.5833,1.6627,12.339,45.461,68.829,63.544,80.618,93.577,143.68,128.4,219.5,167.6,109.2,136.2,211,168.6,125.9,92.9,72.7,43,52.7,51,162.9,189.1,99.02,76.85,70.05,43.9,53.26,31.26,63.97,77.08,117.06,60.89,72.34,105.6,57.81,66.03,88.1,65.333499,103.588215,81.12915,58.610656,51.248083,24.072156,9.105812,1.204462,-2.133509,5.712051,17.411132,39.554575,74.289936,92.519102,121.070994,43.5,71.6,70.2,49.8,61.2,70.1,90.8,65.1,56.3,48.4,36.2,38.7,32.5,35.9,49.8,92.18,49.84,44.53,33.17,35.31,60.29,88.35,67.73,140.19,141.38,84.58,107.97,101.82,33.78,89.85,59.687434,90.123309,103.842396,85.188404,58.40952,27.46772,11.263989,0.662885,-4.632181,-4.87993,-12.457156,6.837904,50.135624,99.881347,108.527478,30.82,29.59,20.2,14.68,12.15,30.17,87.84,77.22,82.67,66.98,48.2,46.83,50.82,33.97,29.02,98.35,60.4,99.79,75.86,40.93,47.37,37.9,93.82,128.83,72.17,75.11,68.1,47.69,70.53,74.05,76.4587,38.1278,27.9653,44.1343,40.1389,36.643,48.0771,119.2716,145.1752,192.0262,171.4017,129.9089,88.1563,38.1014,40.0583,311.55,470.78,756.8,291.16,617.97,653.25,400.94,303.38,280.75,76.32,52.36,44.01,56.28,174.25,369.2
"19",51.69,97.42,91.03,84.61,17.77,38.79,108.86,112.26,103.09,125.73,26.74,71.59,59.6,84.58,52.7,160.969033,124.432683,101.233826,33.35217,15.804468,19.819911,-0.394321,6.038282,25.617218,46.161759,104.194907,152.531017,174.422552,132.12143,75.165115,12.39,71.6,106.05,136.65,99.42,60.95,182.12,132.37,63.53,90.06,10.32,11.36,10.07,54.51,46.12,73.3,109.61,84.88,69.12,21.3,35.5,98.82,90.37,97.24,63.55,38.68,24.79,57.64,91.53,73.32,80.618,93.577,143.68,86.915,47.748,52.201,6.92,1.746,7.5968,32.584,69.948,90.184,92.271,76.995,129.7,51,162.9,189.1,157.6,143.2,152.9,310.2,234.1,124.9,68.4,40.8,29.5,37.4,105.1,116.1,57.81,66.03,88.1,74.86,19.12,36.51,74.09,80.26,137.08,77.16,19.81,54.68,117.97,69.32,39.61,74.289936,92.519102,121.070994,67.38529,30.104643,38.589436,9.682516,-2.380542,-2.864552,-1.721026,25.041211,87.288037,89.176496,96.166301,118.663487,32.5,35.9,49.8,50.1,52.4,60.7,122.3,103.1,65.8,57.4,29.1,20.4,40.4,56.6,41.7,101.82,33.78,89.85,88.51,24.81,19.51,45.86,62.14,65.57,58.12,72.08,65.24,72.32,42.45,49.75,50.135624,99.881347,108.527478,83.004351,41.625373,36.337959,12.56871,3.591708,-3.715473,-3.377037,8.941759,62.998352,75.773109,87.341434,107.352379,50.82,33.97,29.02,24.41,19.17,22.24,103.55,90.27,51.13,36.88,27.72,21.07,30.9,27.5,17.26,47.69,70.53,74.05,70.53,12.65,36.85,86.51,107.34,79.08,106.67,31.75,15.94,60.6,81.6,40.99,88.1563,38.1014,40.0583,42.3108,38.2303,38.9744,48.0996,111.572,137.6941,179.7849,175.7569,144.9918,83.6017,38.8482,34.4213,56.28,174.25,369.2,461.94,291.09,408.6,617.59,465.09,185.53,128.93,45.46,37.83,54.18,177.88,206.95
"20",59.6,84.58,52.7,36.8,35.33,56.41,83.9,78.11,82.75,106.53,33.24,100.54,81.72,76.95,59.49,174.422552,132.12143,75.165115,39.418849,15.91391,15.191912,4.590591,6.97604,27.586268,52.377292,115.847251,120.845176,127.553736,140.317742,78.164287,10.07,54.51,46.12,22.01,81.03,108.56,124.75,66.46,42.79,26.72,8.38,19.66,28.82,59.28,84.53,57.64,91.53,73.32,41.41,56.11,44.38,62.45,70.86,65.6,95.43,55.94,78.37,88.03,78.72,85.19,92.271,76.995,129.7,84.706,48.096,34.275,11.239,0.94032,10.509,26.814,76.066,71.228,58.857,79.559,126.41,37.4,105.1,116.1,68.5,120.2,160.4,298.4,152,72.6,67.8,34.5,47.2,86.7,138.3,147.4,117.97,69.32,39.61,49.23,26.05,50.07,55.84,99.48,61.32,112.29,30.21,147.86,77.15,67.51,63.01,89.176496,96.166301,118.663487,55.422883,40.747514,30.343386,5.295963,-1.884701,-3.991779,4.913238,42.18645,48.54468,56.325877,102.326877,104.902307,40.4,56.6,41.7,37,32.4,48.7,105.4,88.2,75.2,46.3,26.6,38.5,41.6,56.9,57.1,72.32,42.45,49.75,55.66,34.21,28.26,60.44,124.04,57.97,97.76,42.01,113.92,120.57,75.47,63.81,75.773109,87.341434,107.352379,85.426256,49.546263,34.02989,10.014231,-0.747554,-4.473298,-4.299395,22.893415,65.019233,53.981549,81.673199,96.607569,30.9,27.5,17.26,17.66,13.71,13.74,63.84,116.77,70.12,43.53,23.73,27.54,43.49,56.49,35.94,60.6,81.6,40.99,32.76,19.7,48.37,67.71,69.83,77.14,94.55,28.58,71.59,56.89,70.84,52.56,83.6017,38.8482,34.4213,43.6404,39.6588,37.6742,48.8367,82.8514,156.6888,167.9906,180.9791,136.586,76.3592,47.4638,36.3877,54.18,177.88,206.95,68.39,101.5,519.61,679.57,184.12,93.24,78.41,43.78,47.72,61.68,224.99,309.04
"21",81.72,76.95,59.49,38.67,80.65,42.37,27.18,66.08,68.56,68.01,50.11,72.89,46.2,49.13,100.97,127.553736,140.317742,78.164287,35.189729,10.420941,13.814909,3.756994,7.098146,25.059712,82.120216,84.463221,101.036784,124.750705,157.561941,79.427599,28.82,59.28,84.53,43.03,145.88,124.89,66.68,65.17,30.85,14.45,29.08,18.71,8.96,17.14,103.65,88.03,78.72,85.19,52.88,110.68,59.39,32.83,39.66,68.39,84.53,71.15,57.29,37.54,53.61,79.69,58.857,79.559,126.41,106.63,41.075,46.937,13.027,1.5496,1.4009,52.078,70.608,55.366,49.398,106.57,100.15,86.7,138.3,147.4,84.1,106,240.8,363,236.9,73.4,44.3,55.9,47.7,38,51.7,132.7,77.15,67.51,63.01,67.42,76.98,58.09,30.07,59.06,57.94,74.27,59.58,69.44,46.01,63.73,104.15,56.325877,102.326877,104.902307,77.972153,30.379965,21.894091,5.965973,0.967814,-2.669562,12.538159,37.347797,50.275812,36.038108,110.439354,101.639127,41.6,56.9,57.1,36.6,42.8,80.8,136.2,94.2,49.9,32,25.8,24.3,28.3,29.8,59.3,120.57,75.47,63.81,58.35,72.26,46.85,32.47,98.1,68.96,67.54,55.63,93.05,113.65,76.52,58.83,53.981549,81.673199,96.607569,118.705142,31.354713,31.949313,10.980658,1.856974,-4.449151,-3.012902,18.234298,50.382529,48.424742,98.606917,113.338435,43.49,56.49,35.94,20.3,19.89,23.57,98.69,115.41,74.91,37.52,29.41,21.19,42.03,54.62,33.27,56.89,70.84,52.56,32.24,75.4,40.2,25.09,27.44,47.06,39.99,78.66,44.98,30.8,33.72,89.22,76.3592,47.4638,36.3877,47.8105,36.0401,37.5705,50.8349,89.0491,139.0871,205.5321,164.3092,124.7734,80.8974,58.5764,26.8068,61.68,224.99,309.04,63.88,329.67,718.5,420.95,84.94,43.79,44.46,53.31,52.53,73.71,84.05,235.93
"22",46.2,49.13,100.97,47.05,44.29,83.64,93.61,81.97,101.12,69.3,81.97,134.64,63.57,98.77,85.85,124.750705,157.561941,79.427599,42.233778,12.48086,15.386918,1.953923,4.835344,30.351585,41.650506,81.897497,114.036223,146.873859,100.764152,45.576592,8.96,17.14,103.65,68.5,70.69,153.14,165.24,74.71,76.68,59.49,30.35,60.77,57.76,140.57,144.66,37.54,53.61,79.69,54.28,87.82,75.22,56.21,91.32,154.12,73.46,77.07,64.13,76.39,97.27,105.45,49.398,106.57,100.15,110.6,59.395,43.21,14.131,0.15636,8.0309,31.255,57.118,79.035,99.308,82.727,95.113,38,51.7,132.7,139.4,102.8,208.9,349.3,255.5,180.3,179.7,75.2,43,80.7,203.7,230.7,46.01,63.73,104.15,49.86,48.27,69.02,54.19,57.36,66.09,83.85,126.76,99.41,64.25,50.54,97.19,36.038108,110.439354,101.639127,106.561553,44.506044,35.671273,3.934269,-1.154643,-1.527231,-4.304999,16.829154,54.049616,81.649846,75.331936,100.408303,28.3,29.8,59.3,41.5,33.3,58.7,127.5,121.2,48.6,43.6,39.5,41,49.6,56,43.9,113.65,76.52,58.83,82.37,44.8,66.31,34.62,48.44,52.91,114.79,116.03,100.11,41.17,53.84,61.03,48.424742,98.606917,113.338435,106.272936,55.520322,27.035665,7.784823,0.31133,-3.948621,-3.833386,-1.241688,39.790871,66.745428,66.951602,108.28873,42.03,54.62,33.27,24.4,17.01,20.89,71.96,128.43,56.01,43.87,48.53,41.07,33.05,33.01,16.93,30.8,33.72,89.22,37.89,35.57,65.17,72.48,59,72.63,50.81,79.69,66.39,84.08,65.77,92.9,80.8974,58.5764,26.8068,52.1591,41.0956,37.8741,50.8227,102.8827,144.1936,171.2592,161.6703,138.3733,83.4381,35.9063,31.0652,73.71,84.05,235.93,66.6,65.09,670.37,789.95,225.99,76.31,44.25,46.48,35.47,89.7,224.24,332.86
